Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,94;6;0|94;6;0|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,0;0;0|0;0;0|,100|100|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,100|100|
11,100|100|,63;15;22|63;15;22|,63;15;22|63;15;22|,57;18;25|57;18;25|,57;18;25|57;18;25|,100|100|,0;0;0|0;0;0|,100|100|,57;18;25|57;18;25|,57;18;25|57;18;25|,100|100|,100|100|
12,100|100|,57;18;25|57;18;25|,57;18;25|57;18;25|,49;23;28|49;23;28|,49;23;28|49;23;28|,100|100|,0;0;0|0;0;0|,100|100|,49;23;28|49;23;28|,49;23;28|49;23;28|,100|100|,100|100|
13,100|100|,49;23;28|49;23;28|,49;23;28|49;23;28|,45;19;36|45;19;36|,45;19;36|45;19;36|,100|100|,0;0;0|0;0;0|,100|100|,45;19;36|45;19;36|,45;19;36|45;19;36|,100|100|,100|100|
14,100|100|,45;19;36|45;19;36|,45;19;36|45;19;36|,39;21;40|39;21;40|,39;21;40|39;21;40|,100|100|,0;0;0|0;0;0|,100|100|,39;21;40|39;21;40|,39;21;40|39;21;40|,100|100|,100|100|
15,100|100|,39;21;40|39;21;40|,39;21;40|39;21;40|,35;21;44|35;21;44|,35;21;44|35;21;44|,100|100|,0;0;0|0;0;0|,100|100|,35;21;44|35;21;44|,35;21;44|35;21;44|,100|100|,100|100|
16,100|100|,35;21;44|35;21;44|,35;21;44|35;21;44|,32;19;49|32;19;49|,32;19;49|32;19;49|,100|100|,0;0;0|0;0;0|,100|100|,32;19;49|32;19;49|,32;19;49|32;19;49|,100|100|,100|100|
17,100|100|,32;19;49|32;19;49|,32;19;49|32;19;49|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,0;0;0|0;0;0|,100|100|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,100|100|
18,100|100|,29;18;53|29;18;53|,29;18;53|29;18;53|,26;15;59|26;15;59|,26;15;59|26;15;59|,100|100|,0;0;0|0;0;0|,100|100|,26;15;59|26;15;59|,26;15;59|26;15;59|,100|100|,100|100|
19,100|100|,26;15;59|26;15;59|,26;15;59|26;15;59|,23;14;63|23;14;63|,23;14;63|23;14;63|,100|100|,0;0;0|0;0;0|,100|100|,23;14;63|23;14;63|,23;14;63|23;14;63|,100|100|,100|100|
20,100|100|,23;14;63|23;14;63|,23;14;63|23;14;63|,19;14;67|19;14;67|,19;14;67|19;14;67|,100|100|,0;0;0|0;0;0|,100|100|,19;14;67|19;14;67|,19;14;67|19;14;67|,100|100|,100|100|
21,100|100|,19;14;67|19;14;67|,19;14;67|19;14;67|,17;10;73|17;10;73|,17;10;73|17;10;73|,100|100|,0;0;0|0;0;0|,100|100|,17;10;73|17;10;73|,17;10;73|17;10;73|,100|100|,100|100|
22,100|100|,17;10;73|17;10;73|,17;10;73|17;10;73|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,0;0;0|0;0;0|,100|100|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,100|100|
23,100|100|,15;10;75|15;10;75|,15;10;75|15;10;75|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,0;0;0|0;0;0|,100|100|,15;10;75|15;10;75|,15;10;75|15;10;75|,100|100|,100|100|
24,100|100|,15;10;75|15;10;75|,15;10;75|15;10;75|,13;11;76|13;11;76|,13;11;76|13;11;76|,100|100|,0;0;0|0;0;0|,100|100|,13;11;76|13;11;76|,13;11;76|13;11;76|,100|100|,100|100|
25,100|100|,13;11;76|13;11;76|,13;11;76|13;11;76|,12;10;78|12;10;78|,12;10;78|12;10;78|,100|100|,0;0;0|0;0;0|,100|100|,12;10;78|12;10;78|,12;10;78|12;10;78|,100|100|,100|100|
26,100|100|,12;10;78|12;10;78|,12;10;78|12;10;78|,12;9;79|12;9;79|,12;9;79|12;9;79|,100|100|,0;0;0|0;0;0|,100|100|,12;9;79|12;9;79|,12;9;79|12;9;79|,100|100|,100|100|
27,100|100|,12;9;79|12;9;79|,12;9;79|12;9;79|,12;6;82|12;6;82|,12;6;82|12;6;82|,100|100|,0;0;0|0;0;0|,100|100|,12;6;82|12;6;82|,12;6;82|12;6;82|,100|100|,100|100|
28,100|100|,12;6;82|12;6;82|,12;6;82|12;6;82|,12;5;83|12;5;83|,12;5;83|12;5;83|,100|100|,0;0;0|0;0;0|,100|100|,12;5;83|12;5;83|,12;5;83|12;5;83|,100|100|,100|100|
29,100|100|,12;5;83|12;5;83|,12;5;83|12;5;83|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,0;0;0|0;0;0|,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,100|100|
30,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,0;0;0|0;0;0|,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,100|100|
31,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,0;0;0|0;0;0|,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,100|100|
32,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,0;0;0|0;0;0|,100|100|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,100|100|
33,100|100|,11;4;85|11;4;85|,11;4;85|11;4;85|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,0;0;0|0;0;0|,100|100|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,100|100|
34,100|100|,11;4;85|11;4;85|,11;4;85|11;4;85|,11;3;86|11;3;86|,11;3;86|11;3;86|,100|100|,0;0;0|0;0;0|,100|100|,11;3;86|11;3;86|,11;3;86|11;3;86|,100|100|,100|100|
35,100|100|,11;3;86|11;3;86|,11;3;86|11;3;86|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,0;0;0|0;0;0|,100|100|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,100|100|
36,100|100|,11;2;87|11;2;87|,11;2;87|11;2;87|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,0;0;0|0;0;0|,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,100|100|
37,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,0;0;0|0;0;0|,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,100|100|
38,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,0;0;0|0;0;0|,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,100|100|
39,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,0;0;0|0;0;0|,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,100|100|,100|100|
40,100|100|,11;1;88|11;1;88|,11;1;88|11;1;88|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
41,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
42,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
43,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
44,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
45,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
46,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
47,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
48,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
49,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
50,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
51,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
52,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
53,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
54,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
55,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
56,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
57,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
58,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
59,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
60,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
61,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
62,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
63,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
64,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
65,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
66,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
67,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
68,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
69,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
70,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
71,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
72,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
73,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
74,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
75,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
76,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
77,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
78,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
79,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
80,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
81,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
82,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
83,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
84,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
85,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
86,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
87,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
88,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
89,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
90,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
91,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
92,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
93,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
94,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
95,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
96,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
97,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
98,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
99,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,0;0;0|0;0;0|,100|100|,11;0;89|11;0;89|,11;0;89|11;0;89|,100|100|,100|100|
